4,-9,745,В,2м/с,-12,746,В,3м/с,2003,2
5,-2,745,ЮВ,9м/с,-4,744,ЮВ,8м/с,2003,2
6,0,740,В,8м/с,0,741,В,7м/с,2003,2
7,0,744,ЮВ,1м/с,0,746,З,1м/с,2003,2
8,0,747,В,12м/с,-3,750,В,10м/с,2003,2
9,-5,753,В,10м/с,-7,754,СВ,10м/с,2003,2
10,-11,754,СВ,4м/с,-13,756,СВ,4м/с,2003,2
12,-10,760,СВ,2м/с,-13,760,С,1м/с,2003,2
13,-8,756,З,3м/с,-7,755,СЗ,2м/с,2003,2
14,-5,752,СЗ,2м/с,-6,750,З,2м/с,2003,2
15,-6,750,Ш,-6,753,СВ,1м/с,2003,2
16,-13,762,СВ,5м/с,-16,763,С,1м/с,2003,2
17,-10,756,З,5м/с,-8,752,З,8м/с,2003,2
18,-3,747,СЗ,3м/с,-3,746,СЗ,2м/с,2003,2
19,-3,742,З,3м/с,-3,741,З,3м/с,2003,2
20,0,741,З,2м/с,-1,742,СВ,10м/с,2003,2
21,-6,753,СВ,8м/с,-9,757,С,3м/с,2003,2
22,-4,762,В,1м/с,-9,762,Ш,2003,2
23,-6,759,З,1м/с,-5,758,В,52м/с,2003,2
24,-3,758,С,1м/с,-4,759,СВ,2м/с,2003,2
